
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X            Y            Z          THXY     THYZ     THZX
        1   5.0000       6.0000       0.0000         0.00     0.00     0.00
        2   5.0000       5.0000       0.0000         0.00     0.00     0.00
        3   6.0000       6.0000       0.0000         0.00     0.00     0.00
        4   6.0000       5.0000       0.0000         0.00     0.00     0.00
        5   5.0000       5.0000       1.0000         0.00     0.00     0.00
        6   6.0000       5.0000       1.0000         0.00     0.00     0.00
        7   6.0000       6.0000       1.0000         0.00     0.00     0.00
        8   5.0000       6.0000       1.0000         0.00     0.00     0.00

