e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
48,2,0.5,4,0.5,4,0.5789971199545072,0.0,0.8153295867833975,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
49,2,0.5,4,0.5,4,0.666467684404057,0.0,0.7455339198487849,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
50,2,0.5,4,0.5,4,0.06287749894584463,0.0,0.9980212523420107,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
51,2,0.5,4,0.5,4,0.1867025006389746,0.0,0.9824164983626616,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
52,2,0.5,4,0.5,4,0.30611860339921776,0.0,0.9519933826728589,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
53,2,0.5,4,0.5,4,0.41848531787421256,0.0,0.9082235620835432,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
54,2,0.5,4,0.5,4,0.5206081017435569,0.0,0.8537957626967765,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
55,2,0.5,4,0.5,4,0.6087358397799195,0.0,0.7933729749414434,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
56,2,0.5,4,0.5,4,0.6781736148074737,0.0,0.7349017268852783,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
57,2,0.5,4,0.5,4,0.058834687678712846,0.0,0.9982677393994801,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
58,2,0.5,4,0.5,4,0.1755078139129835,0.0,0.984478037975193,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
59,2,0.5,4,0.5,4,0.28957807274458397,0.0,0.9571543970465436,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
60,2,0.5,4,0.5,4,0.39884705936552295,0.0,0.9170174607037072,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
61,2,0.5,4,0.5,4,0.5005125304411235,0.0,0.8657292919102503,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
62,2,0.5,4,0.5,4,0.5918846014339042,0.0,0.8060227159239547,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
63,2,0.5,4,0.5,4,0.6713062242590484,0.0,0.7411801085236033,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
64,2,0.5,4,0.5,4,0.05723916998815784,0.0,0.998360494720753,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
65,2,0.5,4,0.5,4,0.1711187190658449,0.0,0.9852504168916979,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
66,2,0.5,4,0.5,4,0.2830380541067361,0.0,0.9591086799354243,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
67,2,0.5,4,0.5,4,0.39102936122695786,0.0,0.9203782041413395,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
68,2,0.5,4,0.5,4,0.4925893040952771,0.0,0.8702619016657748,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
69,2,0.5,4,0.5,4,0.5855355368029251,0.0,0.8106467388085333,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
70,2,0.5,4,0.5,4,0.6688528952328263,0.0,0.7433947837714937,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
71,2,0.5,4,0.5,4,0.05656558428060286,0.0,0.998398885553762,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
72,2,0.5,4,0.5,4,0.1692844290206683,0.0,0.9855672387468782,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
73,2,0.5,4,0.5,4,0.28023889212503356,0.0,0.9599302908756102,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
74,2,0.5,4,0.5,4,0.3876019857199928,0.0,0.9218268279161322,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
75,2,0.5,4,0.5,4,0.48914723059413445,0.0,0.8722012306813655,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
76,2,0.5,4,0.5,4,0.5829048145190149,0.0,0.8125404465074664,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
77,2,0.5,4,0.5,4,0.6678799097428288,0.0,0.7442690549538593,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
78,2,0.5,4,0.5,4,0.056192812420503405,0.0,0.9984199356144058,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
79,2,0.5,4,0.5,4,0.16827003683933014,0.0,0.9857409369109567,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
80,2,0.5,4,0.5,4,0.27860774726882476,0.0,0.9604049787260532,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
81,2,0.5,4,0.5,4,0.385497040236543,0.0,0.922709072226379,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
82,2,0.5,4,0.5,4,0.486979040588679,0.0,0.8734136557366904,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
83,2,0.5,4,0.5,4,0.5812735655210889,0.0,0.8137082044728321,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
84,2,0.5,4,0.5,4,0.6672965684587089,0.0,0.7447921117487964,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
85,2,0.5,4,0.5,4,0.056002507900099065,0.0,0.9984306280903542,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
86,2,0.5,4,0.5,4,0.1677037220460532,0.0,0.9858374417782578,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
87,2,0.5,4,0.5,4,0.27757881202754814,0.0,0.9607028693167181,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
88,2,0.5,4,0.5,4,0.3840429254571257,0.0,0.9233152394530986,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
89,2,0.5,4,0.5,4,0.4853922423987533,0.0,0.8742965006330004,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
90,2,0.5,4,0.5,4,0.580043202247827,0.0,0.8145857128173107,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
91,2,0.5,4,0.5,4,0.6668539970892332,0.0,0.7451883966931537,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
92,2,0.5,4,0.5,4,0.056010486470213436,0.0,0.9984301805361104,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
93,2,0.5,4,0.5,4,0.16751522855722942,0.0,0.9858694884219813,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
94,2,0.5,4,0.5,4,0.2770170449148573,0.0,0.9608650044759877,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
95,2,0.5,4,0.5,4,0.38307107911336513,0.0,0.9237188686753789,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
96,2,0.5,4,0.5,4,0.4842202254031403,0.0,0.8749461545206837,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
97,2,0.5,4,0.5,4,0.5790914313124809,0.0,0.8152626044290652,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
98,2,0.5,4,0.5,4,0.6665023194641415,0.0,0.7455029564991136,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
99,2,0.5,4,0.5,4,0.9974597613010975,0.0,0.07123218784480424,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
100,2,0.5,4,0.5,4,0.9776965414357361,0.0,0.2100225532284567,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
101,2,0.5,4,0.5,4,0.9402517155570301,0.0,0.3404801189380401,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
102,2,0.5,4,0.5,4,0.8884091047090673,0.0,0.45905257070409006,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
103,2,0.5,4,0.5,4,0.8268701659023426,0.0,0.5623928597880956,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
104,2,0.5,4,0.5,4,0.7626522146947983,0.0,0.6468087811873918,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
105,2,0.5,4,0.5,4,0.7072496983145056,0.0,0.7069638351670054,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
106,2,0.5,4,0.5,4,0.9963734556557999,0.0,0.08508781854366451,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
107,2,0.5,4,0.5,4,0.9687908194861157,0.0,0.24787970485584426,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
108,2,0.5,4,0.5,4,0.9187895020754052,0.0,0.39474783200928276,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
109,2,0.5,4,0.5,4,0.8533415593401419,0.0,0.5213522639280808,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
110,2,0.5,4,0.5,4,0.780118588314192,0.0,0.6256316713264061,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
111,2,0.5,4,0.5,4,0.7078130286413461,0.0,0.7063998276369869,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
112,2,0.5,4,0.5,4,0.6474711271693114,0.0,0.7620899812240687,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
