e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
1,0.0228,0.132,3.45,0.132,3.45,0.03917762530710924,0.0,0.999232262126927,-0.03917762530710924,0.0,-0.999232262126927,1e-05,1.0,1.0, 1.0
2,0.0228,0.132,3.45,0.132,3.45,0.11712071132733942,0.0,0.9931176863686287,-0.11712071132733942,0.0,-0.9931176863686287,1e-05,1.0,1.0, 1.0
3,0.0228,0.132,3.45,0.132,3.45,0.19432460320491968,0.0,0.9809372806603134,-0.19432460320491968,0.0,-0.9809372806603134,1e-05,1.0,1.0, 1.0
4,0.0228,0.132,3.45,0.132,3.45,0.2702541482566745,0.0,0.9627890191262358,-0.2702541482566745,0.0,-0.9627890191262358,1e-05,1.0,1.0, 1.0
5,0.0228,0.132,3.45,0.132,3.45,0.34405249656677367,0.0,0.9389504138164966,-0.34405249656677367,0.0,-0.9389504138164966,1e-05,1.0,1.0, 1.0
6,0.0228,0.132,3.45,0.132,3.45,0.4147776715604074,0.0,0.9099227896777433,-0.4147776715604074,0.0,-0.9099227896777433,1e-05,1.0,1.0, 1.0
7,0.0228,0.132,3.45,0.132,3.45,0.4815704137599341,0.0,0.8764074033182776,-0.4815704137599341,0.0,-0.8764074033182776,1e-05,1.0,1.0, 1.0
8,0.0228,0.132,3.45,0.132,3.45,0.5436413592776164,0.0,0.8393176231217747,-0.5436413592776165,0.0,-0.8393176231217746,1e-05,1.0,1.0, 1.0
9,0.0228,0.132,3.45,0.132,3.45,0.6001463998484257,0.0,0.7998901791802256,-0.6001463998484258,0.0,-0.7998901791802255,1e-05,1.0,1.0, 1.0
10,0.0228,0.132,3.45,0.132,3.45,0.6497257153551343,0.0,0.7601687278534014,-0.6497257153551346,0.0,-0.7601687278534014,1e-05,1.0,1.0, 1.0
11,0.0228,0.132,3.45,0.132,3.45,0.6899190959232491,0.0,0.7238864835597131,-0.6899190959232491,0.0,-0.7238864835597131,1e-05,1.0,1.0, 1.0
12,0.0228,0.132,3.45,0.132,3.45,0.03736635406799144,0.0,0.9993016339342518,-0.03736635406799144,0.0,-0.9993016339342518,1e-05,1.0,1.0, 1.0
13,0.0228,0.132,3.45,0.132,3.45,0.11188455055968492,0.0,0.9937212120841828,-0.11188455055968483,0.0,-0.9937212120841828,1e-05,1.0,1.0, 1.0
14,0.0228,0.132,3.45,0.132,3.45,0.1860613436400598,0.0,0.9825381297450271,-0.1860613436400598,0.0,-0.9825381297450271,1e-05,1.0,1.0, 1.0
15,0.0228,0.132,3.45,0.132,3.45,0.2594973836195135,0.0,0.9657438106944446,-0.2594973836195135,0.0,-0.9657438106944446,1e-05,1.0,1.0, 1.0
16,0.0228,0.132,3.45,0.132,3.45,0.33143633762337726,0.0,0.943477585373814,-0.33143633762337726,0.0,-0.943477585373814,1e-05,1.0,1.0, 1.0
