e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
1,2,0.5,4,0.5,4,0.11611632172705112,0.0,0.9932356215060855,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
2,2,0.5,4,0.5,4,0.3350741342812091,0.0,0.9421917663276932,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
3,2,0.5,4,0.5,4,0.5181370701046207,0.0,0.8552975953335771,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
4,2,0.5,4,0.5,4,0.6537142268597289,0.0,0.7567415077826686,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
5,2,0.5,4,0.5,4,0.10404866589882991,0.0,0.9945722070944238,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
6,2,0.5,4,0.5,4,0.3059780170523676,0.0,0.9520385775170568,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
7,2,0.5,4,0.5,4,0.48766189871965204,0.0,0.8730325724376748,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
8,2,0.5,4,0.5,4,0.6409349426295048,0.0,0.7675952053761889,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
9,2,0.5,4,0.5,4,0.09939715217341726,0.0,0.9950478411311762,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
10,2,0.5,4,0.5,4,0.294817363586293,0.0,0.9555536207497868,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
11,2,0.5,4,0.5,4,0.4762904107319179,0.0,0.8792880328111039,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
12,2,0.5,4,0.5,4,0.6363751973009408,0.0,0.7713796784075846,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
13,2,0.5,4,0.5,4,0.09811984410891016,0.0,0.9951746058818237,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
14,2,0.5,4,0.5,4,0.29115079840808233,0.0,0.9566771726064839,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
15,2,0.5,4,0.5,4,0.47240669763895304,0.0,0.8813806850764649,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
16,2,0.5,4,0.5,4,0.6348007995622073,0.0,0.7726758342766923,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
17,2,0.5,4,0.5,4,0.11571054015551258,0.0,0.993282976244393,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
18,2,0.5,4,0.5,4,0.3340508098657469,0.0,0.9425550681143456,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
19,2,0.5,4,0.5,4,0.5173886772737353,0.0,0.8557505224239916,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
20,2,0.5,4,0.5,4,0.6535021930881141,0.0,0.7569246221579963,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
21,2,0.5,4,0.5,4,0.10394708451965665,0.0,0.9945828289387784,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
22,2,0.5,4,0.5,4,0.3056052557882053,0.0,0.9521582996721845,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
23,2,0.5,4,0.5,4,0.4873538766240959,0.0,0.8732045573286168,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
24,2,0.5,4,0.5,4,0.6408336746354873,0.0,0.7676797518843246,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
25,2,0.5,4,0.5,4,0.09956130689973175,0.0,0.9950314297389895,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
26,2,0.5,4,0.5,4,0.29495420405990314,0.0,0.955511390569149,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
27,2,0.5,4,0.5,4,0.47638395568728026,0.0,0.8792373551912701,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
28,2,0.5,4,0.5,4,0.6364109679880685,0.0,0.7713501668013624,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
29,2,0.5,4,0.5,4,0.0982287454614709,0.0,0.9951638626703974,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
30,2,0.5,4,0.5,4,0.2912739387331314,0.0,0.9566396879781269,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
31,2,0.5,4,0.5,4,0.472494435961642,0.0,0.8813336530425295,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
32,2,0.5,4,0.5,4,0.6348326152132588,0.0,0.7726496946621376,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
33,2,0.5,4,0.5,4,0.9899196266834976,0.0,0.1416302676224429,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
34,2,0.5,4,0.5,4,0.918260987808676,0.0,0.39597570413932526,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
35,2,0.5,4,0.5,4,0.8101402253825107,0.0,0.586236142878597,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
36,2,0.5,4,0.5,4,0.7077780704033931,0.0,0.7064348540778899,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
37,2,0.5,4,0.5,4,0.9805416138806657,0.0,0.19631134314730667,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
38,2,0.5,4,0.5,4,0.8587559127496444,0.0,0.5123848966524336,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
39,2,0.5,4,0.5,4,0.7091280400927974,0.0,0.7050797279415626,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
40,2,0.5,4,0.5,4,0.5888727348706028,0.0,0.808225774227732,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
41,2,0.5,4,0.5,4,0.9473756078518061,0.0,0.3201241284992758,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
42,2,0.5,4,0.5,4,0.7099457530168464,0.0,0.7042563650925301,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
43,2,0.5,4,0.5,4,0.5179535422471906,0.0,0.8554087491214873,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
44,2,0.5,4,0.5,4,0.39927906045671263,0.0,0.916829445360916,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
45,2,0.5,4,0.5,4,0.7085167114072461,0.0,0.7056940340237129,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
46,2,0.5,4,0.5,4,0.32410797102841693,0.0,0.946020096570809,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
47,2,0.5,4,0.5,4,0.1992396495751541,0.0,0.9799507957225045,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
48,2,0.5,4,0.5,4,0.14322729772163675,0.0,0.9896898206950284,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
49,2,0.5,4,0.5,4,0.9899677131473801,0.0,0.1412937610998686,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
50,2,0.5,4,0.5,4,0.9187726549630104,0.0,0.3947870419507471,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
51,2,0.5,4,0.5,4,0.8106988319267104,0.0,0.5854634095421056,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
52,2,0.5,4,0.5,4,0.7078481700788253,0.0,0.7063646141448894,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
53,2,0.5,4,0.5,4,0.9805808299086928,0.0,0.19611536404774446,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
54,2,0.5,4,0.5,4,0.8591750715305106,0.0,0.511681733561539,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
55,2,0.5,4,0.5,4,0.7091799631959159,0.0,0.7050275028688165,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
56,2,0.5,4,0.5,4,0.5882691621835247,0.0,0.8086651920442068,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
57,2,0.5,4,0.5,4,0.9476663187479191,0.0,0.3192625068979565,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
58,2,0.5,4,0.5,4,0.7099101872309085,0.0,0.704292216388749,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
59,2,0.5,4,0.5,4,0.5172399909289982,0.0,0.8558404008831144,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
60,2,0.5,4,0.5,4,0.3981797987246018,0.0,0.9173073900757781,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
