e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
1,0.0228,0.132,3.45,0.132,3.45,0.061315643535337576,0.0,0.9981184257681287,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
2,0.0228,0.132,3.45,0.132,3.45,0.18309341368445495,0.0,0.9830955202142735,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
3,0.0228,0.132,3.45,0.132,3.45,0.3016188436907655,0.0,0.9534285883749477,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
4,0.0228,0.132,3.45,0.132,3.45,0.41422186769567443,0.0,0.9101759414106194,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
5,0.0228,0.132,3.45,0.132,3.45,0.5174537190556939,0.0,0.8557111946418785,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
6,0.0228,0.132,3.45,0.132,3.45,0.6069955173850573,0.0,0.7947052547167702,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
7,0.0228,0.132,3.45,0.132,3.45,0.6776692956945749,0.0,0.7353667966891209,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
8,0.0228,0.132,3.45,0.132,3.45,0.057337059299288125,0.0,0.9983548776016021,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
9,0.0228,0.132,3.45,0.132,3.45,0.17183033003127143,0.0,0.9851265592203594,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
10,0.0228,0.132,3.45,0.132,3.45,0.2847567797062895,0.0,0.9585997999224201,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
11,0.0228,0.132,3.45,0.132,3.45,0.39395155608228444,0.0,0.919131204703848,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
12,0.0228,0.132,3.45,0.132,3.45,0.49651773973299335,0.0,0.8680265745531295,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
13,0.0228,0.132,3.45,0.132,3.45,0.5893918669910532,0.0,0.8078472795799962,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
14,0.0228,0.132,3.45,0.132,3.45,0.6705022086720472,0.0,0.7419075334338547,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
15,0.0228,0.132,3.45,0.132,3.45,0.05596382148165205,0.0,0.9984327972804028,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
16,0.0228,0.132,3.45,0.132,3.45,0.16786864163220702,0.0,0.9858093726256398,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
17,0.0228,0.132,3.45,0.132,3.45,0.27866212020139475,0.0,0.9603892037944115,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
18,0.0228,0.132,3.45,0.132,3.45,0.38643501530276325,0.0,0.9223166370330491,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
19,0.0228,0.132,3.45,0.132,3.45,0.4886408863650563,0.0,0.872485005127522,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
20,0.0228,0.132,3.45,0.132,3.45,0.5829572546848635,0.0,0.8125028241244994,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
21,0.0228,0.132,3.45,0.132,3.45,0.668006905542578,0.0,0.7441550739915905,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
22,0.0228,0.132,3.45,0.132,3.45,0.05560372288024098,0.0,0.9984529162668901,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
23,0.0228,0.132,3.45,0.132,3.45,0.16679624367960094,0.0,0.9859913859128664,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
24,0.0228,0.132,3.45,0.132,3.45,0.27685692179473853,0.0,0.960911153465471,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
25,0.0228,0.132,3.45,0.132,3.45,0.38401730859514926,0.0,0.9233258940912129,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
26,0.0228,0.132,3.45,0.132,3.45,0.4860202491475368,0.0,0.8739475484367275,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
27,0.0228,0.132,3.45,0.132,3.45,0.5808107162635822,0.0,0.8140386427396334,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
28,0.0228,0.132,3.45,0.132,3.45,0.6671749952284127,0.0,0.7449010174123589,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
29,0.0228,0.132,3.45,0.132,3.45,0.0555585907633219,0.0,0.9984554286458628,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
30,0.0228,0.132,3.45,0.132,3.45,0.16661059768030811,0.0,0.9860227729320507,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
31,0.0228,0.132,3.45,0.132,3.45,0.27634582720648754,0.0,0.9610582624303078,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
32,0.0228,0.132,3.45,0.132,3.45,0.3831004183661486,0.0,0.9237067009866725,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
33,0.0228,0.132,3.45,0.132,3.45,0.4848815369588934,0.0,0.8745798391892996,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
34,0.0228,0.132,3.45,0.132,3.45,0.5798602198280354,0.0,0.8147159784004377,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
35,0.0228,0.132,3.45,0.132,3.45,0.6668188693296512,0.0,0.74521983032252,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
36,0.0228,0.132,3.45,0.132,3.45,0.05565584056268337,0.0,0.9984500124749668,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
37,0.0228,0.132,3.45,0.132,3.45,0.16678606128524526,0.0,0.9859931083739655,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
38,0.0228,0.132,3.45,0.132,3.45,0.2763289212547029,0.0,0.9610631234618319,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
39,0.0228,0.132,3.45,0.132,3.45,0.38271829570075216,0.0,0.9238650908741556,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
