e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
1,0.0228,0.132,3.45,0.132,3.45,0.11493912399722113,0.0,0.9933725372561653,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
2,0.0228,0.132,3.45,0.132,3.45,0.330403863374093,0.0,0.9438396511417995,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
3,0.0228,0.132,3.45,0.132,3.45,0.5138529239659717,0.0,0.8578782970396335,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
4,0.0228,0.132,3.45,0.132,3.45,0.6521575867018952,0.0,0.7580834268780448,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
5,0.0228,0.132,3.45,0.132,3.45,0.10268832628961012,0.0,0.994713580707451,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
6,0.0228,0.132,3.45,0.132,3.45,0.3016065088478357,0.0,0.9534324904368533,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
7,0.0228,0.132,3.45,0.132,3.45,0.4834822293277553,0.0,0.8753541762762451,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
8,0.0228,0.132,3.45,0.132,3.45,0.6393636524434582,0.0,0.7689044933762325,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
9,0.0228,0.132,3.45,0.132,3.45,0.09850715857520183,0.0,0.9951363422714699,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
10,0.0228,0.132,3.45,0.132,3.45,0.2917669994407671,0.0,0.9564894239024974,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
11,0.0228,0.132,3.45,0.132,3.45,0.4733354201294899,0.0,0.8808822736613783,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
12,0.0228,0.132,3.45,0.132,3.45,0.635287319243087,0.0,0.7722758716993119,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
13,0.0228,0.132,3.45,0.132,3.45,0.0978511268520897,0.0,0.9952010635915619,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
14,0.0228,0.132,3.45,0.132,3.45,0.2900794448529717,0.0,0.9570025682691723,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
15,0.0228,0.132,3.45,0.132,3.45,0.47133617819275725,0.0,0.8819536309390905,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
16,0.0228,0.132,3.45,0.132,3.45,0.6344003706533888,0.0,0.7730046375765431,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
17,0.0228,0.132,3.45,0.132,3.45,0.9899168120544564,0.0,0.14164993897613293,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
18,0.0228,0.132,3.45,0.132,3.45,0.919655199111087,0.0,0.39272676856556005,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
19,0.0228,0.132,3.45,0.132,3.45,0.8118378461719412,0.0,0.5838829604663108,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
20,0.0228,0.132,3.45,0.132,3.45,0.7076546472203722,0.0,0.7065584903370778,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
21,0.0228,0.132,3.45,0.132,3.45,0.9801217251438399,0.0,0.19839708642281778,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
22,0.0228,0.132,3.45,0.132,3.45,0.8593464787711274,0.0,0.5113938105058218,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
23,0.0228,0.132,3.45,0.132,3.45,0.7089227857056735,0.0,0.7052861007472839,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
24,0.0228,0.132,3.45,0.132,3.45,0.5861563160055783,0.0,0.8101979839562481,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
25,0.0228,0.132,3.45,0.132,3.45,0.946098128740219,0.0,0.3238801179360292,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
